Sentence_before,Sentence,Sentence_after,Filename,Year,Match,Phrase Key,Is Death Euphemism? (Yes/No)
"som lå på båre . Hun var frisk og sund , da han forlod hende , men sygdom var falden over","hende , og hun var hensovet allerede for tre uger",siden . Efter en hjertelig afsked med helten på Bohus,1899_EwaldHF_DanielRantzow.txt,1899,hensovet,hensov*,Yes
"„ Ta nu din mund ivare , Drea , “ kom det fra Marius . „ Du sku’ skjemmest , så’n en mand ,","du har . “ Han gik bort fra døren , fandt rejer-sens","hat , satte den på ham , og trak ham med sig , idet han så : „ ja undskyld , hr . Ravn . Di",1898_SkramA_Afkom.txt,1898,gik bort,g* bort,No
"den søde snaps til velkomst , og Hansen mørke viste ydermere sin overlegne dannelse ved at",komme frem med en kasse cigarer . En almindelig,"gårdmand ville have nøjedes med at stille en pibe og en tobakspung til disposition ,",1894_MadsenO_Inga.txt,1894,komme frem,kom* frem,No
"af modsætningens lov prædiker om forkrænkelighed , om , at hver rosenkind skal falme , hvert snille , selv det","navnkundigste , gå i graven ; hvert menneskeværk ,","selv det største , fortæres af tidens grådige , ubarmhjertige tand .",1897_HansenR_NielsArnam.txt,1897,gå i graven,g* i graven,Yes
"var bedst for ham at dø , sådan som han havde det , og fuld af bitter sorg over far , der måtte",ende sit liv i bodsfængslet . Men hvad under,"ville det forresten være , om jeg skældte og smældte ? Hvem var det , som havde lært mig",1898_SkramA_Afkom.txt,1898,ende sit liv,end* sit liv,Yes
"et forklaret smil over det skønne åsyn „ med mig er det forbi ! Jeg dør gerne for min kære , min gamle","domkirke ! “ Spydet var nu draget ud , og Zitta udåndede","smilende sit sidste suk i Aksel banners arme . Det sukkede gennem domkirkens hvælvinger , —",1870_LundOC_ZittaEllerDomkirkensDatter.txt,1870,udåndede,udånde*,Yes
"dag et brev med sort segl . Det kom fra Brasilien og underrettede hende om , at hendes Broder",var afgået ved døden .,"Var det en sorgens efterretning for hende ? Man skulle tro det , thi nu måtte understøttelsen",1887_Anonym_ArvesagenEllerSoesterkaerlighedOgProkuratorkneb.txt,1887,afgået ved døden,afg* ved døden,Yes
"nåde og svælge i overflod , indtil døden hentede dem . Hahn blev den første og var",forlængst gået til sine fædre . Han drak sig,"en perial i malvasier , og den blev hans helsot . Dog gav præsten ham i hans grav det vidnesbyrd ,",1888_EwaldHF_Griffenfeld.txt,1888,gået til sine fædre,g* til sine fædre,Yes
"og fortsatte : for lille Ole Johans skyld , som så nær var",gået bort !,"Det er jo netop af hensyn til ham , jeg vil bevare gården — ubeskåret !",1894_Schjoerring_FamilienPaaSoegaard.txt,1894,gået bort,g* bort,Yes
"spørge til hans befindende , vendte imidlertid tilbage med den beroligende besked , at justitsråden","var bortrejst , men kom hjem om aftenen , og",kort før sengetid rullede hans vogn ind i præstegården . Der var noget både hemmelighedsfuldt og,1896_BenzonP_DetSjetteBud.txt,1896,kom hjem,kom* hjem,No
"over , at moder ikke skrev , da han endelig modtog et brev med hambørger poststempel .","Den elskelige Martine var nu hensovet i fred ,","stred hun , og så bad hun fader bønfalde den gode præst , om denne gang at sende sin lukkede vogn til",1870_LevetzowV_ModersArv.txt,1870,hensovet,hensov*,Yes
"„ Desværre så dårligt som muligt , “ svarede v . Aichelberg . „ For en måned siden er den gamle","v . Traudenburg afgået ved døden og andre , nærmere",slægtninge have sat sig i besiddelse af alle hans efterladenskaber . “,1885_Lorenzen_HofdamenPaaOesterholm.txt,1885,afgået ved døden,afg* ved døden,Yes
"hver dag , så længe i er her ! — å , hvor det er underligt , at vi nu skal miste dig ! du var bleven næsten som vor egen søn . . . « Miste — miste . . . Oluf , der var begyndt at blive varm om hjertet , blev stående et øjeblik og tyggede på dette » miste « ; så kom der noget hårdt over hans ansigt . — Havde de set ham","gå den studerende vej , tage en god eksamen og blive præst et steds Pokker i vold sytten kirkesogne borte , så var det ikke at miste ham . Men nu , da han drog de få hundrede skridt ned til Skovgården og holdt bryllup med Helene , for derefter","at blive Skytte på fruerdal , der ikke var længere borte , end at en flig af skovene stødte her ind til bymarkerne , så var det at miste ham ! Han sagde hende det med lidt bitre ord og spurgte , om det var ret at se således på det , der for ham var indgangen til den højeste lykke , han havde drømt sig .",1896_Skovbo_Elverfruen.txt,1896,miste ham,miste* ham,No
"om aftenen på en beværtning , der forestodes af en tidligere politireporter . Her udskældte de alt","og alle , drak og hævede hinanden over alle himle ,",indtil det behagede dem at stige ned igen og samles i en variétée .,1894_Cavling_FraDeDybeDale.txt,1894,himle,himl*,No
"noget sådant , en Muhamed synes at forkynde , når han taler om at være henrykket ind i de","mange himle , og Paulus kan ha sigtet til , når","han udtaler , at han så og hørte ting , som menneskene ikke har sprog til at udsige « . . .",1893_LieJ_Niobe.txt,1893,himle,himl*,No
"mod den skjulte stentrappe som mod et rev , — træstilladset med det lille lysthus , hvor vi så","ofte havde siddet , var revet bort , — kun et enkelt","bræt strittede ud — lidt til siden for døren — og vippede et par fod over vandet , som et svømmebræt .",1889_Gjellerup_Minna.txt,1889,revet bort,revet bort,No
"tårer bort , — jeg ville gå i graven , dersom en ulykke skete . Vender de ikke mere trlbage , da","ved jeg , at jeg går i graven , og min søn , den","stakkels dreng , hvorledes vil han optage budskabet om Ingas forsvinden . Nej , mit hoved smerter ,",1877_Vinter_EbbaBraheEllerKongensBrud.txt,1877,går i graven,g* i graven,Yes
"som suser ned imod jorden ! det var et stakkels menneske sjæl , som blev slynget ud af sin bane '","revet bort fra alle sine kære , fra alle sine forhåbninger","og længsler og som nu slukkes ligesom livet hernede , når døden kommer . “",1877_MoellerL_JeanetteMironEllerFjortenMillioner.txt,1877,revet bort,revet bort,Yes
"„ Det ville være synd og skam for den smukke unge herre , “ vedblev pigen , „ hvis han så tidlig","skulle gå bort , “ og hun tørrede sine øjne med","snippen af sit forklæde , som hun omhyggelig glattede igen , „ jeg tænkte det nok forleden dag , da han kom",1886_GerstenbergMueller_Brydninger.txt,1886,gå bort,g* bort,No
"elsker ham ! « Så så hun hen , hvor hun vidste , hans brev","lå gemt , — og sov ind .","Straks næste dag , da Betty vågnede , kunne hun slet ikke huske , hvor hun var , — å , det",1885_ChristensenM_DeSmaaTingsMagt.txt,1885,sov ind,sov* ind,No
"ønskede endog for et øjeblik , hun ikke havde fældet den . „ Ak , det har været min vildbanes skønneste hjort ! Skovens","behersker , hjortenes konge har måttet ende sit liv for","min hånd ! “ sagde hun til sin page , den unge ranzau . „ O , deres majestæt “ , svarede pagen hende , „ De har befriet",1878_Anonym_TanteJacobine.txt,1878,ende sit liv,end* sit liv,Yes
"hun lå i hans arme og lukkede sine øjne med de mørke , buede øjenbryn , som han atter og atter kyssede .",Han lukkede sine øjne og lod sin hånd sagte og let,"glide hen over hendes ansigt og opfange dets træk ; han forestillede sig da , at de begge vare døde , han",1878_Rosenfeld_HvemAfDeTo.txt,1878,lukkede sine øjne,lukke* sine øjne,No
"og måsfe om kort tid bliver general . “ „ I har ret , kvinde , jeg går også til dem og","advarer dem , at de ikke skulle omkomme i den almindelige","forvirring . “ „ Det fia ! ikke lykkes ham . Jeg snfier , at de ville",1875_Anonym_GuldsmedensDoettreEllerKjaerlighedTilDoeden.txt,1875,omkomme,omkom*,No
"dø om kortere eller længere tid , jeg hylder så absolut den gamle mytte , at Eros ikke kunne vokse , før hans Broder","anteros var født , og således vil også Erik få fred igen i","sit sind , thi hans følelse vil heller ikke kunne vokse af mangel på gjenkærlighed og må da visne . At de ikke kan",1887_Tuxen_EllinorFalsen.txt,1887,få fred,f* fred,No
derpå . « » Stakkels Jens ! Så kommer han endda,til at gå i graven som sidste mand af sin,"slægt . Hvor har han ikke al sin tid gruet for den tanke , og vi andre skæmtede idet dermed ,",1895_Bondesen_ElskovsKringelgang.txt,1895,gå i graven,g* i graven,Yes
"ham aldeles ulidelig og var egentlig den , hvorpå hans kunstnerlidenskab strandede . Og dog ,","så lidt han end var kommet frem , kunne han","dog nok tage en god skizze , og han fik lyst til at prøve det igen . Her ved dette gærde",1878_Topsoee_Nutidsbilleder.txt,1878,kommet frem,kom* frem,No
"— — — det blev stille i klosteret , alt gik til hvile , og jomfrn Anna var så udmattet af spænding","og sjæleve , af hun sov ind ; men snart vågnede hun","for på ny af lide under mareridt af forvirrende , åndsodcnde tanker . Da stod hu » op fra sit leje , hun",1884_Meldgaard_KrumstavOgKongespir.txt,1884,sov ind,sov* ind,No
"„ Min eneste søn , min alderdoms støtte , “ Svarede den gamle . „ Det er sørgeligt , når børnene",gå i graven før forældrene . “,"Isabella nikkede , men et smil krusede uvilkårligt hendes læber .",1883_FT_TugthusfangenHannibalOgDenSmukkeRosalie.txt,1883,gå i graven,g* i graven,Yes
de ord : » rejs så ad helvede til ! « Jon hastede hjem . Det var i begyndelsen,"af høst . Over markerne , hvor han kom frem ,","gik mejerne i lange rækker , og det gule korn lagdes skår ved skår . Da han kom hjem ,",1885_OlsenV_SkyerOgSolskin.txt,1885,kom frem,kom* frem,No
"se — og endelig meddeltes det af grosserer froms sørgende enke , af hendes kære , trofaste Aland efter et lykkeligt",ægteskab var salig hensovet .,Nogen tid efter grossererens død rejste Fru from og hendes børn til udlandet først til Paris og siden til,1878_Olufsen_Taagebilleder.txt,1878,hensovet,hensov*,No
"mærkede dét slag , der havde ramt ham . Der lå et pres på hans pande , så stærkt at han måtte",lukke sine øjne . Og i hans bryst tårnede savnets,"bølger sig højere og højere . De steg og steg , alt i ham var en eneste sorgfuld klage , og han pressede",1899_Nathansen_Sommernat.txt,1899,lukke sine øjne,lukke* sine øjne,No
"raring , som han går der og snakker sig væk fortabt i alle sine hundrede ideer og stryger og",stryger væk håret og himler med øjnene .,"Jeg skulle sagt , de var så troskyldige som et barns , der skal ha melkepap , du , om jeg ikke",1899_LieJ_FasteForland.txt,1899,himler,himl*,No
fængslet fyldes med duften fra en kløvermark . Med denne sviende ve efter alt det . tabte vågner,de mange spørgsmål : hvorfor blev du revet bort,"med magt fra al denne herlighed , som de mange andre svælger , i uden at ænse deres rigdom ? Var",1886_Bondesen_Kastelsfangen.txt,1886,revet bort,revet bort,No
"lys , og ile stak gåseljerspennene bag om ørene , og vred de tilblækkede fingre , og de trippede","på stedet uden at komme frem , og så gik de","i deres grave sammen med deres bøger , dem ingen læste .",1897_Leopold_PrinsesseCharlotte.txt,1897,komme frem,kom* frem,No
"sålænge varede stormen . Men da var også Bårds mod brudt , og hans gode lune var borte . Han erklærede , af de måtte vende tilbage til Byrge Jarl , thi det var umuligt af komme videre frem . „ Umuligt ? “ sagde Sverre , „ det ved jeg dog ikke . Nu har stormen lagt sig , og vi kunne rejse videre . “","„ Vi omkomme på vejen af kulde og nød , “ sagde Bård .","„ Endnn er vi da ikke frosne ihjel , “ mente Sverre . „ Ingen skal sige , af vi ikke have slidt ondt nok , eller lade os høre ilde , af vi for tidligt have givet sagen op . “",1888_Scharling_SverrePraest.txt,1888,omkomme,omkom*,Yes
"strøm sig forsigtig at tilføje . — det følger af sig selv . Den skrækkelige måde ,",hvorpå deres stakkels lille Olivia kom af dage . . .,Naturligvis ! De kan ikke gifte dem mere . — uden at begynde en ny udgave af ridder,1875_Boegh_JonasTvaermosesAergrelser.txt,1875,kom af dage,kom* af dage,Yes
"bor mor , er du ligeså sulten som jeg , så siger vi'selv mig forlov og tage fat sammen med de gode venner igen , de kunne nok lidt endnu , så fortalte han , at det hele var hans betænksomme ridefogeds gode anslag og condouite , at vi kunne takke for dette fornyede samlag , og onkel gav ham ret i , at sjældent havde mad været dem så velkommen ; — tiden løb , det var allerede noget over kl . 1 , og onkel mAnede til opbrud , og ville have fat i enspænder-jens ; men forinden","så jeg moder fore onkel til side og borte hende sige til ham : lov mig svoger , når ! komme hjem , at så alle Augustas pakker komme uåbnede op i Constances stue , og at ingen af folkene er nærværende , når de pakkes ud , — ja","vel siger . Onkel , der er måske hemmeligheder , — nej siger moder , men Ane har stået for indpakningen , og førend jeg red , savnede jeg noget , og spurgte Ane , hvor det var , og så sagde hun , at hun havde sendt det og en hel del andet , hun havde tænkt nødvendigt , med , for at Augusta ikke skulle",1892_LundO_NogleOptegnelserafengammelDame.txt,1892,komme hjem,kom* hjem,No
"for mit vedkommende at tænke på at belønne dig og mine andre brave venner i mine trængselsdage , herfor må gud engang lønne eder ; derimod kan jeg tænke på at afbetale min pengegjæld til mine kreditorer , og derfor tænker jeg stedse derpå . Og er det vel berettiget , at bebrejde nogen , at han vil gå i graven som en agtet og æret mand . “","„ Graven ? Hvem taler vel om at gå i graven nu ? Nu skal vi rigtig leve min kære , Ivar , og det samme skal vor brave Kurt axelhjelm ! Skønt jeg ellers ikke er en ven af perialer , kunne jeg dog være tilsinds at drikke mig",en sådan på denne hædersmands sundhed ! “ „ Men vil han da ikke gæste os ? “ udbrød Olga n « . .,1875_SoerensenC_IvarIvarson.txt,1875,gå i graven,g* i graven,Yes
"rædsel og forbavselse på høvdingen . — dit bud er skæbnens bud , udbrød hun med",klangløs stemme . Vivi gik i graven og du tager nu,min anden elsfede Vivi fra mig ; så går jeg fil min faders grav hist oppe i heden .,1876_LB_Taterkongen.txt,1876,gik i graven,g* i graven,Yes
"i , og til sidst sang de alle med : du vilt jo ikke en synders død ,","eller at han skal omkomme ,","men at han heller omvender sig , og kommer så blandt de fromme .",1890_SkramA_SGMyreHellemyrsfolket.txt,1890,omkomme,omkom*,Yes
at den vist blev meget trist ; det havde vi erfaringer for . Og så kom det sædvanlige hjærtesuk : hvem,der dog kunne komme hjem ! Så havde vi ganske,"roligt og fornuftigt sat os til at arbejde , hver med sin pibe i munden . Kara Mustafa var ellers ikke",1888_Lundsgaard_EnJuleferie.txt,1888,komme hjem,kom* hjem,No
